Date,Track,Distance,Split,Sections,Weight,Section 1 Time,Finish Time
14/12/17,Monmr,480,4.54,2111,32.4,4.54,24.57
07/12/17,Monmr,480,4.50,3111,32.6,4.50,24.71
01/12/17,Monmr,480,4.62,3111,32.7,4.62,24.72
24/11/17,Monmr,480,4.70,3322,,4.70,25.09
18/11/17,Monmr,480,4.68,,,4.68,25.1
09/11/17,Monmr,480,4.59,1111,,4.59,25.31
07/10/17,DrumPk,306,,,32.7,,18.47
29/09/17,DrumPk,306,6.90,,32.7,6.90,11.74
04/09/17,DrumPk,480,,,,,30.48
28/08/17,DrumPk,306,,,,,18.94
14/12/17,Monmr,480,4.68,4333,32.4,4.68,24.93
07/12/17,Monmr,480,4.56,4453,31.5,4.56,25.17
22/11/17,Monmr,480,4.63,5566,31.0,4.63,25.1
11/11/17,Monmr,480,4.62,6666,31.5,4.62,25.27
06/11/17,Monmr,480,4.68,2222,,4.68,24.44
01/11/17,Monmr,264,,2-2-,,,16.2
19/08/17,Monmr,480,4.59,5666,31.9,4.59,25.64
11/08/17,Monmr,480,4.61,5454,32.1,4.61,24.89
04/08/17,Monmr,630,13.26,4534,31.8,13.26,25.81
27/07/17,Monmr,480,4.65,5566,31.9,4.65,24.63
21/07/17,Monmr,630,13.27,5112,31.0,13.27,25.79
14/07/17,Monmr,630,13.49,5555,31.0,13.49,25.76
06/07/17,Monmr,630,13.17,6556,31.7,13.17,25.76
21/06/17,Monmr,480,4.75,6664,32.0,4.75,24.47
14/06/17,Monmr,480,4.67,5665,32.0,4.67,24.44
09/06/17,Monmr,480,4.70,2333,,4.70,24.8
02/06/17,Monmr,480,4.72,3333,,4.72,24.24
26/05/17,Monmr,480,4.75,,,4.75,24.49
06/05/17,Lffrd,480,2.91,2222,30.5,2.91,26.37
08/04/17,Lffrd,526,5.61,3444,31.4,5.61,26.81
01/04/17,Lffrd,503,4.32,6643,,4.32,26.44
25/03/17,Lffrd,480,2.97,4444,30.9,2.97,26.62
06/03/17,Longfd,736,18.45,2121,30.5,18.45,28.48
18/02/17,Lffrd,549,6.75,4222,31.4,6.75,26.79
11/02/17,Lffrd,526,5.72,5232,30.9,5.72,26.91
04/02/17,Lffrd,503,4.51,5422,30.9,4.51,26.29
01/01/17,Lffrd,503,4.46,5555,31.4,4.46,27.21
17/12/16,Lffrd,480,2.97,4411,30.9,2.97,26.97
26/11/16,Lffrd,320,,2-2-,30.5,,19.34
19/11/16,Lffrd,320,,1-3-,30.9,,20.05
15/10/16,DrumPk,480,,,32.3,,29.84
03/09/16,Lffrd,320,,5-4-,31.8,,19.35
22/08/16,Derry,274,,,,,17.3
18/06/16,Lffrd,320,,3-3-,31.8,,19.46
11/06/16,Lffrd,480,2.88,2543,32.3,2.88,26.99
07/05/16,Lffrd,320,,5-5-,32.7,,20.14
28/03/16,Derry,457,,,,,28.8
11/01/16,Derry,457,,,,,28.97
17/12/15,Derry,457,,,,,29.45
10/12/15,Lffrd,320,,,,,20.1
26/11/15,Derry,274,,,,,17.47
14/12/17,Monmr,480,4.46,1222,27.8,4.46,25.23
07/12/17,Monmr,480,4.51,4222,27.1,4.51,24.71
20/11/17,Monmr,480,4.51,3665,26.8,4.51,25.36
11/11/17,Monmr,480,4.52,1155,27.1,4.52,25.2
04/11/17,Monmr,480,4.66,4445,26.9,4.66,24.86
25/10/17,Monmr,480,4.54,3344,26.9,4.54,24.8
19/10/17,Monmr,480,4.50,1222,26.3,4.50,24.74
11/10/17,Monmr,480,4.60,3555,26.8,4.60,24.97
02/10/17,Monmr,480,4.54,2222,27.3,4.54,25.47
20/09/17,Monmr,480,4.52,1111,,4.52,24.68
12/08/17,Monmr,480,4.67,5566,27.4,4.67,-4.67
05/08/17,Monmr,480,4.44,1345,27.1,4.44,25.93
27/07/17,Monmr,480,4.39,1112,26.9,4.39,25.02
13/07/17,Monmr,480,4.52,1223,27.2,4.52,24.55
07/07/17,Monmr,480,4.52,2111,27.4,4.52,24.31
01/07/17,Monmr,480,4.54,1565,27.0,4.54,25.03
26/06/17,Monmr,480,4.58,1333,27.2,4.58,24.44
17/06/17,Monmr,480,4.55,2666,27.0,4.55,25.06
07/06/17,Monmr,480,,3333,,,28.78
02/06/17,Monmr,480,4.64,1221,,4.64,24.45
26/05/17,Monmr,480,4.60,,,4.60,24.43
28/04/17,Dndlk,480,2.55,,27.3,2.55,27.75
21/04/17,Dndlk,480,2.45,,27.3,2.45,26.83
14/04/17,Dndlk,480,2.48,,27.3,2.48,26.8
01/04/17,Dndlk,366,7.45,,27.3,7.45,14.6
04/03/17,Dndlk,480,2.75,,27.7,2.75,27.25
26/01/17,Dndlk,480,,,,,30.33
20/10/16,Dndlk,366,,,,,22.6
14/12/17,Monmr,480,4.69,3445,28.6,4.69,25.13
07/12/17,Monmr,480,4.63,5511,29.0,4.63,24.79
27/11/17,Monmr,480,4.65,6666,28.4,4.65,25.14
01/11/17,Monmr,480,4.67,6666,28.3,4.67,25.33
23/10/17,Monmr,480,4.61,1211,,4.61,25.06
18/10/17,Monmr,264,,1-1-,,,16.1
08/09/17,Monmr,630,13.19,3333,0.0,13.19,25.91
01/09/17,Monmr,630,13.10,1111,30.2,13.10,25.68
25/08/17,Monmr,630,12.91,1133,30.4,12.91,26.13
18/08/17,Monmr,630,13.71,6555,30.8,13.71,26.22
11/08/17,Monmr,630,13.10,1345,30.4,13.10,26.04
04/08/17,Monmr,630,13.38,3445,30.3,13.38,25.69
28/07/17,Monmr,630,13.23,4556,30.4,13.23,26.12
22/07/17,Monmr,630,12.99,2122,30.5,12.99,25.76
14/07/17,Monmr,630,12.99,1122,30.5,12.99,25.3
06/07/17,Monmr,630,13.17,3433,30.6,13.17,25.79
29/06/17,Monmr,630,13.30,6323,30.5,13.30,25.3
23/06/17,Monmr,630,13.02,1111,30.8,13.02,25.33
16/06/17,Monmr,630,13.41,4666,30.8,13.41,25.77
09/06/17,Monmr,630,13.20,2113,30.8,13.20,25.68
02/06/17,Monmr,630,13.25,5444,30.7,13.25,25.61
26/05/17,Monmr,630,13.88,3666,30.7,13.88,26.08
18/05/17,Monmr,630,13.81,4555,31.0,13.81,25.46
12/05/17,Monmr,630,13.33,5544,31.5,13.33,25.66
28/04/17,Monmr,630,13.16,5333,31.0,13.16,25.51
22/04/17,Monmr,630,13.57,4444,30.7,13.57,25.42
01/04/17,Monmr,630,12.92,1111,30.4,12.92,25.19
24/03/17,Monmr,630,13.27,4655,30.8,13.27,25.38
13/03/17,Monmr,630,13.16,3344,30.9,13.16,25.48
03/03/17,Monmr,630,12.95,2111,31.0,12.95,25.33
24/02/17,Monmr,630,13.14,3333,30.9,13.14,25.35
17/02/17,Monmr,630,13.20,2455,30.6,13.20,25.56
10/02/17,Monmr,630,13.01,4111,30.8,13.01,25.43
03/02/17,Monmr,630,13.59,6666,30.8,13.59,25.59
27/01/17,Monmr,630,13.25,2222,30.4,13.25,25.2
20/01/17,Monmr,630,13.23,2445,30.5,13.23,25.47
13/01/17,Monmr,630,13.45,1445,30.5,13.45,25.56
29/12/16,Monmr,630,13.12,1111,30.4,13.12,25.3
16/12/16,Monmr,630,13.29,1324,30.8,13.29,25.96
12/12/16,Monmr,630,13.23,4444,30.7,13.23,25.34
02/12/16,Monmr,630,13.41,6666,30.6,13.41,25.66
25/11/16,Monmr,630,13.14,1236,30.6,13.14,25.88
18/11/16,Monmr,630,13.09,1212,31.0,13.09,25.36
12/11/16,Monmr,480,4.61,4444,30.8,4.61,24.47
04/11/16,Monmr,630,13.38,6666,30.9,13.38,26.05
28/10/16,Monmr,630,13.18,3435,30.4,13.18,25.61
17/10/16,Monmr,630,13.02,3333,30.1,13.02,25.47
10/10/16,Monmr,630,13.02,3333,30.0,13.02,25.83
03/10/16,Monmr,630,13.06,3333,29.9,13.06,25.58
23/09/16,Monmr,630,13.03,3455,30.7,13.03,25.69
15/09/16,Monmr,630,12.78,1111,30.6,12.78,25.79
08/09/16,Monmr,480,4.54,5444,30.9,4.54,24.57
02/09/16,Monmr,480,4.60,4343,30.9,4.60,24.43
22/08/16,Monmr,480,4.63,6566,30.9,4.63,24.72
15/08/16,Monmr,480,4.58,5544,30.9,4.58,24.6
06/08/16,Monmr,480,4.61,6444,30.9,4.61,24.68
01/08/16,Monmr,480,4.57,5533,31.0,4.57,24.68
11/07/16,Monmr,480,4.59,6666,30.6,4.59,24.8
04/07/16,Monmr,480,4.58,6666,30.5,4.58,24.65
27/06/16,Monmr,480,4.60,6655,30.5,4.60,24.47
20/06/16,Monmr,480,4.61,5556,30.4,4.61,24.82
10/06/16,Monmr,480,4.63,3333,30.1,4.63,24.51
03/06/16,Monmr,480,4.65,6655,30.4,4.65,24.29
27/05/16,Monmr,480,4.65,6655,30.0,4.65,24.42
16/05/16,Monmr,480,4.52,5433,30.3,4.52,24.44
09/05/16,Monmr,480,4.62,6444,30.1,4.62,24.23
30/04/16,Monmr,480,4.58,5533,30.2,4.58,24.58
14/04/16,Monmr,480,4.63,4555,30.0,4.63,24.8
04/04/16,Monmr,480,4.64,4456,30.4,4.64,24.45
26/03/16,Monmr,480,4.54,2333,30.0,4.54,24.53
18/03/16,Monmr,480,4.56,5443,29.9,4.56,24.6
07/03/16,Monmr,480,4.62,6444,29.9,4.62,24.61
29/02/16,Monmr,480,4.68,5556,29.6,4.68,25.06
22/02/16,Monmr,480,4.63,6554,29.3,4.63,24.68
15/02/16,Monmr,480,4.71,6444,29.2,4.71,24.77
05/02/16,Monmr,480,4.63,4444,29.3,4.63,24.9
15/01/16,Monmr,480,4.63,5665,28.3,4.63,24.87
08/01/16,Monmr,480,4.60,6666,28.6,4.60,24.84
26/12/15,Monmr,480,4.70,6655,29.6,4.70,24.55
17/12/15,Monmr,480,4.58,6644,29.2,4.58,24.68
07/12/15,Monmr,480,4.62,6666,29.3,4.62,24.6
21/11/15,Monmr,480,4.54,6555,29.0,4.54,24.92
14/11/15,Monmr,480,4.59,6543,28.9,4.59,24.65
31/10/15,Monmr,480,4.52,5556,29.5,4.52,24.81
15/10/15,Monmr,480,4.53,6555,28.9,4.53,24.61
08/10/15,Monmr,480,4.48,4443,29.2,4.48,24.59
01/10/15,Monmr,480,4.55,5333,28.7,4.55,24.58
24/09/15,Monmr,480,4.50,4444,28.8,4.50,24.8
17/09/15,Monmr,480,4.58,4443,28.4,4.58,24.9
07/09/15,Monmr,480,4.63,3333,,4.63,25.43
29/08/15,Monmr,480,4.68,3332,,4.68,24.93
20/08/15,Monmr,480,4.67,3333,,4.67,25.27
11/08/15,Monmr,264,,,,,16.29
27/07/15,Monmr,264,,,,,16.3
14/12/17,Monmr,480,4.70,5666,27.0,4.70,25.25
07/12/17,Monmr,480,4.67,6033,27.1,4.67,24.75
02/12/17,Monmr,480,4.69,5433,27.0,4.69,24.85
25/11/17,Monmr,480,4.77,3444,26.8,4.77,25.32
20/11/17,Monmr,480,4.70,6666,27.3,4.70,25.27
15/11/17,Monmr,480,4.65,1111,27.4,4.65,24.97
08/11/17,Monmr,480,4.66,4431,27.5,4.66,25.23
02/11/17,Monmr,480,4.73,6544,27.4,4.73,25.24
27/10/17,Monmr,480,4.64,,,4.64,25.18
16/10/17,Monmr,480,4.70,4555,27.4,4.70,25.67
11/10/17,Monmr,480,4.72,6666,27.0,4.72,25.86
05/10/17,Monmr,480,,2231,,,29.7
22/09/17,Monmr,480,4.64,2222,,4.64,25.6
15/09/17,Monmr,480,4.69,,,4.69,25.32
08/09/17,Monmr,264,,,,,16.52
14/12/17,Monmr,480,4.68,6554,27.0,4.68,25.31
07/12/17,Monmr,480,4.64,5565,26.9,4.64,25.04
29/11/17,Monmr,480,4.69,5666,26.5,4.69,25.07
23/11/17,Monmr,480,4.75,2222,,4.75,24.85
17/11/17,Monmr,210,,,,,13.29
09/10/17,Monmr,480,,,,,0
04/10/17,Monmr,480,4.70,6666,26.8,4.70,25.01
16/09/17,Monmr,480,4.66,6666,26.6,4.66,25.61
11/09/17,Monmr,480,4.75,3333,,4.75,25.1
04/09/17,Monmr,264,,2-2-,,,16.3
26/06/17,Monmr,480,4.63,6663,26.0,4.63,24.42
21/06/17,Monmr,480,4.73,6665,26.6,4.73,24.65
16/06/17,Monmr,480,4.67,4444,26.5,4.67,24.35
09/06/17,Monmr,630,13.40,5653,26.2,13.40,25.59
03/06/17,Monmr,630,13.43,5543,26.3,13.43,25.64
26/05/17,Monmr,630,13.34,5666,26.2,13.34,25.77
15/05/17,Monmr,630,13.42,5555,25.7,13.42,25.47
08/05/17,Monmr,630,13.30,4444,25.9,13.30,25.65
01/05/17,Monmr,630,13.43,4664,26.3,13.43,25.46
21/04/17,Monmr,630,13.33,3332,26.1,13.33,25.55
15/04/17,Monmr,480,4.64,4456,25.9,4.64,24.57
31/03/17,Monmr,630,13.42,5565,25.5,13.42,25.94
24/03/17,Monmr,480,4.71,6666,25.5,4.71,24.43
21/03/17,Monmr,480,4.64,6666,25.5,4.64,24.45
17/03/17,Monmr,630,13.23,4333,25.4,13.23,25.81
13/03/17,Monmr,630,13.20,2222,,13.20,25.84
06/03/17,Monmr,480,4.61,6666,25.3,4.61,24.39
27/02/17,Monmr,480,4.72,6665,25.1,4.72,24.47
21/02/17,Monmr,480,4.50,4554,25.6,4.50,24.62
17/02/17,Monmr,480,4.65,5555,25.6,4.65,24.53
08/02/17,Monmr,480,4.67,6664,26.0,4.67,24.46
03/02/17,Monmr,480,4.70,6553,26.0,4.70,24.48
28/01/17,Monmr,480,4.70,6666,25.9,4.70,25
23/01/17,Monmr,480,4.77,3333,,4.77,24.69
18/01/17,Monmr,480,4.73,3333,,4.73,24.61
14/01/17,Monmr,480,4.80,,,4.80,25.05
06/01/17,Monmr,264,,2-2-,,,16.16
17/10/16,HallG,480,5.15,5555,26.1,5.15,24.33
10/10/16,HallG,480,5.16,4442,26.1,5.16,24.23
03/10/16,HallG,480,5.10,3111,26.1,5.10,24.14
28/09/16,HallG,480,5.18,6665,26.3,5.18,24.53
23/09/16,HallG,480,5.22,5443,26.4,5.22,24.13
17/09/16,HallG,645,,3213,26.4,,40.64
07/09/16,HallG,480,5.12,5444,26.2,5.12,24.35
03/09/16,HallG,645,14.85,2112,,14.85,25.36
26/08/16,HallG,480,5.19,6655,26.1,5.19,24.17
22/08/16,HallG,480,5.25,6555,26.3,5.25,24.33
17/08/16,HallG,480,5.14,4333,26.1,5.14,24.24
08/08/16,HallG,480,5.11,1454,26.4,5.11,24.2
03/08/16,HallG,480,5.20,5666,26.0,5.20,24.25
27/07/16,HallG,480,5.17,5553,26.0,5.17,24.08
23/07/16,HallG,480,5.25,5444,25.6,5.25,24.27
18/07/16,HallG,480,5.14,3554,25.9,5.14,24.09
11/07/16,HallG,480,5.15,5444,26.0,5.15,24.18
06/07/16,HallG,480,5.14,4522,26.3,5.14,24
29/06/16,HallG,480,5.16,5554,26.8,5.16,24.17
17/06/16,HallG,480,5.05,4664,27.2,5.05,24.24
13/06/16,HallG,480,5.11,5556,27.5,5.11,24.51
30/05/16,HallG,480,5.13,3554,27.7,5.13,24.33
20/05/16,HallG,480,5.11,3543,27.9,5.11,24.57
16/05/16,HallG,480,5.19,5666,28.0,5.19,24.43
04/05/16,HallG,480,5.16,5666,27.8,5.16,24.45
30/04/16,HallG,480,,2333,27.8,,29.55
25/04/16,HallG,480,,2211,,,29.38
15/04/16,HallG,258,,2-2-,,,16.21
17/02/16,HallG,480,5.16,4565,26.9,5.16,24.48
12/02/16,HallG,480,5.20,4555,26.9,5.20,24.25
01/02/16,HallG,480,5.20,6433,27.1,5.20,24.14
23/01/16,HallG,480,5.23,5566,26.9,5.23,24.12
18/01/16,HallG,480,5.17,6655,26.7,5.17,24.21
11/01/16,HallG,480,5.30,5555,26.8,5.30,24.13
06/01/16,HallG,480,5.10,3543,27.1,5.10,24.43
28/12/15,HallG,480,5.08,3221,26.7,5.08,24.15
21/12/15,HallG,480,5.21,3434,26.8,5.21,24.7
14/12/15,HallG,480,5.13,5665,26.6,5.13,24.32
09/12/15,HallG,480,5.16,5444,26.6,5.16,24.19
02/12/15,HallG,480,5.13,6322,26.6,5.13,23.94
27/11/15,HallG,480,5.12,5555,26.3,5.12,24.36
20/11/15,HallG,480,5.14,3211,26.0,5.14,24.12
13/11/15,HallG,480,5.23,5443,25.9,5.23,24.83
07/11/15,HallG,480,5.16,5545,25.6,5.16,24.21
04/11/15,HallG,480,5.17,6565,25.6,5.17,24.07
30/10/15,HallG,480,5.12,4544,25.5,5.12,24.05
26/10/15,HallG,480,5.05,6664,26.0,5.05,24.22
21/10/15,HallG,480,5.11,2564,25.9,5.11,24.26
17/10/15,HallG,480,4.98,4335,25.6,4.98,24.72
12/10/15,HallG,480,5.07,6655,26.2,5.07,24.67
05/10/15,HallG,480,5.04,4332,26.9,5.04,23.97
30/09/15,HallG,480,5.13,5665,26.5,5.13,24.46
26/09/15,HallG,480,5.06,5543,26.7,5.06,24.34
11/09/15,HallG,480,5.02,2222,,5.02,24.3
31/08/15,HallG,480,5.08,5666,27.4,5.08,-5.08
21/08/15,HallG,480,5.05,3555,27.4,5.05,24.49
12/08/15,HallG,480,4.98,,,4.98,24.47
03/08/15,HallG,480,5.14,2222,,5.14,24.66
29/07/15,HallG,480,5.13,3333,,5.13,24.8
24/07/15,HallG,258,,1-1-,,,16.21
20/05/15,HallG,480,5.13,5554,26.3,5.13,24.12
08/05/15,HallG,480,5.06,4346,26.0,5.06,24.22
01/05/15,HallG,480,4.96,2222,25.9,4.96,24.05
25/04/15,HallG,480,4.99,3222,26.0,4.99,24.24
17/04/15,HallG,480,4.95,2231,26.0,4.95,24.18
10/04/15,HallG,480,5.05,3256,26.1,5.05,24.86
03/04/15,HallG,480,5.06,4445,26.5,5.06,24.64
27/03/15,HallG,480,5.08,4443,26.2,5.08,24.45
23/03/15,HallG,480,5.13,6553,26.9,5.13,24.3
13/03/15,HallG,480,4.99,3222,26.3,4.99,24.32
09/03/15,HallG,480,5.01,3233,26.7,5.01,24.34
28/02/15,HallG,480,5.12,6222,26.0,5.12,24.38
18/02/15,HallG,480,5.04,4345,26.2,5.04,24.36
13/02/15,HallG,480,,4322,25.5,,29.48
04/02/15,HallG,480,4.97,2233,25.4,4.97,24.08
23/01/15,HallG,480,5.02,3111,24.7,5.02,24.15
19/01/15,HallG,480,5.02,3343,25.1,5.02,24.6
07/01/15,HallG,480,5.12,4553,24.9,5.12,24.65
02/01/15,HallG,480,5.07,5544,24.4,5.07,24.89
24/12/14,HallG,480,5.14,4555,24.7,5.14,24.62
15/12/14,HallG,480,5.17,5456,24.7,5.17,24.65
08/12/14,HallG,480,4.97,3211,25.0,4.97,24.25
27/11/14,HallG,480,5.02,5211,25.1,5.02,24.29
14/11/14,HallG,480,5.16,5332,25.2,5.16,24.42
10/11/14,HallG,480,5.15,5443,25.5,5.15,24.36
03/11/14,HallG,480,5.15,3333,25.7,5.15,24.35
24/10/14,HallG,480,5.12,6433,25.5,5.12,24.41
13/10/14,HallG,480,5.01,4222,25.8,5.01,24.54
04/10/14,HallG,480,5.02,3111,25.5,5.02,24.71
27/09/14,HallG,480,,4344,25.9,,30.2
19/09/14,HallG,480,5.08,1111,,5.08,24.9
06/09/14,HallG,480,5.12,2122,,5.12,25.05
27/08/14,HallG,258,,,,,16.48
14/12/17,Monmr,630,12.83,2221,26.4,12.83,25.37
07/12/17,Monmr,630,12.77,1111,26.5,12.77,25.31
23/11/17,Monmr,630,13.00,3333,26.8,13.00,25.61
18/11/17,Monmr,480,4.59,5555,26.9,4.59,24.25
08/11/17,PerB,660,13.88,5443,26.7,13.88,26.54
02/11/17,Monmr,630,12.68,1111,27.1,12.68,25.41
23/10/17,Monmr,480,4.51,3333,27.2,4.51,24.16
14/10/17,PerB,710,16.54,2224,26.6,16.54,27.71
05/10/17,Monmr,630,12.90,3222,25.9,12.90,25.48
28/09/17,Monmr,630,12.74,1122,25.8,12.74,25.51
21/09/17,Monmr,630,12.64,1111,26.3,12.64,25.38
16/09/17,Monmr,480,4.51,2222,26.5,4.51,24.21
07/09/17,Monmr,480,4.53,4433,0.0,4.53,24.04
30/08/17,Monmr,480,4.53,,,4.53,24.25
23/08/17,Monmr,264,,2-2-,,,15.87
31/03/17,Romfd,750,24.57,3344,27.0,24.57,23.78
21/03/17,Towc,655,14.01,5556,27.1,14.01,26.25
16/03/17,Monmr,684,16.23,2222,27.0,16.23,25.84
10/03/17,Romfd,750,24.99,4345,26.4,24.99,23.34
03/03/17,Romfd,750,24.45,6422,26.5,24.45,23.37
24/02/17,Romfd,750,24.34,2111,26.5,24.34,23.56
11/02/17,Towc,686,15.99,3332,26.5,15.99,25.9
04/02/17,Cryfd,714,24.08,1556,26.5,24.08,22.97
31/01/17,Cryfd,714,23.70,2222,,23.70,22.59
24/01/17,Cryfd,540,12.85,1111,,12.85,20.94
12/01/17,Monmr,835,,,,,0
06/01/17,Romfd,750,24.16,1111,26.3,24.16,23.24
03/01/17,Romfd,400,3.85,,,3.85,20.7
07/12/16,Romfd,750,24.71,4256,26.6,24.71,23.72
30/11/16,Romfd,750,24.58,1124,26.7,24.58,23.62
23/11/16,Romfd,400,3.98,,,3.98,20.53
19/11/16,PerB,710,16.71,3222,26.6,16.71,27.03
31/10/16,Monmr,630,12.81,2233,26.8,12.81,25.15
20/10/16,Wdon,687,16.81,3334,26.4,16.81,25.84
13/10/16,Monmr,630,13.06,3433,26.5,13.06,25.19
09/10/16,PerB,480,4.17,6666,26.3,4.17,25.32
04/10/16,PerB,660,13.84,,,13.84,26.76
29/09/16,Monmr,480,4.40,1222,26.3,4.40,24.06
19/09/16,Monmr,480,4.50,5655,26.3,4.50,24.19
10/09/16,Monmr,480,4.41,3332,26.5,4.41,24.21
05/09/16,Monmr,480,4.48,2222,,4.48,24.33
13/08/16,Monmr,480,4.54,5344,27.0,4.54,24.49
08/08/16,Monmr,480,4.44,3456,27.1,4.44,24.63
30/07/16,Monmr,480,4.48,2111,27.2,4.48,24.46
18/07/16,Monmr,480,4.49,,,4.49,24.28
12/07/16,Monmr,264,,,,,15.76
30/04/16,Towc,260,,2-2-,,,15.84
25/02/16,Monmr,630,12.80,3323,,12.80,25.42
14/12/17,Monmr,630,13.11,3444,29.6,13.11,25.21
07/12/17,Monmr,630,13.11,5555,30.0,13.11,25.25
30/11/17,Monmr,630,13.31,6553,30.0,13.31,24.91
23/11/17,Monmr,630,13.14,5566,29.9,13.14,25.49
16/11/17,Monmr,630,13.23,4664,30.1,13.23,24.92
11/11/17,Monmr,630,12.96,4422,30.0,12.96,25.4
02/11/17,Monmr,630,13.14,5555,30.1,13.14,25.33
23/10/17,Monmr,480,4.58,5544,30.0,4.58,24.15
14/10/17,PerB,710,16.97,6665,30.0,16.97,27.04
07/10/17,Monmr,630,13.02,4444,30.0,13.02,25.3
30/09/17,Monmr,630,13.22,6555,30.0,13.22,25.46
21/09/17,Monmr,630,13.18,2555,29.9,13.18,25.44
14/09/17,Monmr,684,16.17,6665,29.7,16.17,25.96
04/09/17,Monmr,480,4.59,6665,29.7,4.59,24.33
28/08/17,Monmr,480,4.68,5665,30.1,4.68,24.42
21/08/17,Monmr,480,4.71,6544,30.6,4.71,24.44
14/08/17,Monmr,480,4.66,2222,,4.66,24.4
09/08/17,Monmr,264,,,,,15.89
04/08/17,Monmr,264,,1-2-,,,15.96
25/03/17,Monmr,480,4.60,4465,30.4,4.60,24.67
20/03/17,Monmr,480,4.61,2222,,4.61,24.41
14/03/17,Monmr,264,,,,,15.86
03/12/16,Monmr,630,13.25,5564,29.5,13.25,25.38
26/11/16,Monmr,630,13.36,6554,29.7,13.36,24.74
19/11/16,Monmr,480,4.69,6665,29.8,4.69,24.13
12/11/16,Monmr,630,13.15,5555,29.8,13.15,25.18
03/11/16,Monmr,480,4.47,3555,30.1,4.47,24.2
29/10/16,Monmr,630,13.31,6544,30.2,13.31,25.16
24/10/16,Monmr,480,4.61,6663,30.3,4.61,24.02
13/10/16,Monmr,630,13.13,6544,30.3,13.13,25.55
08/10/16,Monmr,480,4.67,6554,30.4,4.67,24.27
01/10/16,Monmr,480,4.58,4554,30.3,4.58,24.36
26/09/16,Monmr,480,4.61,3333,,4.61,24.53
20/09/16,Monmr,480,4.65,3332,,4.65,24.47
13/09/16,Monmr,264,,,,,16.14
07/07/16,Monmr,684,16.21,1666,29.5,16.21,25.89
30/06/16,Monmr,630,12.94,6333,29.1,12.94,25.3
20/06/16,Monmr,630,13.22,6653,29.5,13.22,25.06
09/06/16,Monmr,630,13.01,4666,29.6,13.01,25.12
26/05/16,Monmr,684,16.28,2545,29.5,16.28,25.11
19/05/16,Monmr,630,13.12,5555,29.4,13.12,24.87
12/05/16,Monmr,684,15.98,3442,28.9,15.98,25.15
06/05/16,Monmr,630,13.00,,,13.00,24.97
28/04/16,Monmr,630,13.18,5554,29.2,13.18,24.97
19/04/16,Sheff,660,13.36,4334,29.5,13.36,26.65
16/04/16,BVue,470,4.61,5554,29.3,4.61,23.89
12/04/16,Sheff,660,13.40,4556,29.6,13.40,26.21
08/04/16,BVue,590,11.47,6666,29.6,11.47,24.81
02/04/16,BVue,590,11.38,5554,29.7,11.38,24.8
28/03/16,Notts,680,15.87,6444,29.5,15.87,27.07
19/03/16,BVue,590,11.53,5544,29.3,11.53,24.6
11/03/16,BVue,590,11.37,6666,29.3,11.37,24.89
05/03/16,BVue,470,4.64,6655,29.4,4.64,24.1
01/03/16,BVue,590,11.39,,,11.39,24.33
24/02/16,BVue,470,4.59,6544,29.5,4.59,23.9
17/02/16,BVue,470,4.71,6654,29.3,4.71,23.76
13/02/16,BVue,470,4.53,3666,29.0,4.53,24.17
05/02/16,BVue,470,4.67,,,4.67,23.76
30/01/16,BVue,470,,,,,0
24/01/16,BVue,470,4.63,6664,29.0,4.63,23.91
16/01/16,BVue,470,4.71,5555,28.9,4.71,24.02
10/01/16,BVue,470,4.69,5553,29.4,4.69,23.84
03/01/16,BVue,470,4.73,6665,29.7,4.73,23.99
26/12/15,BVue,470,4.59,5432,29.8,4.59,23.71
16/12/15,BVue,470,4.61,5544,29.5,4.61,24.03
05/12/15,BVue,470,4.65,6553,29.0,4.65,24.19
29/11/15,BVue,470,4.74,6655,29.2,4.74,24.11
22/11/15,BVue,470,4.62,6644,28.9,4.62,24.24
15/11/15,BVue,470,4.72,6643,29.0,4.72,24.26
07/11/15,BVue,470,4.62,5555,28.6,4.62,24.38
31/10/15,BVue,470,4.70,6666,28.4,4.70,24.61
27/10/15,BVue,470,4.66,3233,,4.66,24.26
17/10/15,BVue,470,4.70,2222,,4.70,24.36
06/10/15,BVue,260,,,,,16.09
14/12/17,Monmr,630,12.74,1112,27.6,12.74,25.82
07/12/17,Monmr,630,12.85,2222,27.5,12.85,25.35
29/11/17,Monmr,630,12.70,1111,27.2,12.70,25.39
23/11/17,Monmr,630,12.98,4221,27.0,12.98,25.36
18/11/17,Monmr,630,13.10,4444,27.2,13.10,25.64
13/11/17,Monmr,630,13.06,6321,27.2,13.06,25.47
03/11/17,Monmr,630,13.23,4322,26.9,13.23,25.72
26/10/17,Monmr,630,13.27,6666,26.8,13.27,26.02
21/10/17,Monmr,480,4.47,1111,26.5,4.47,24.21
16/10/17,Monmr,480,4.70,2111,,4.70,24.27
04/10/17,Monmr,480,,,,,0
27/09/17,Monmr,480,4.60,5433,28.1,4.60,24.42
21/09/17,Monmr,480,4.51,4553,28.4,4.51,24.65
16/09/17,Monmr,480,4.59,6666,28.2,4.59,24.53
11/09/17,Monmr,480,4.51,3555,29.2,4.51,24.56
04/09/17,Monmr,480,4.50,1111,29.1,4.50,24.39
30/08/17,Monmr,480,4.46,1111,29.0,4.46,24.58
24/08/17,Monmr,480,4.44,1111,28.8,4.44,24.63
