Date,Track,Distance,Split,Sections,Weight,Section 1 Time,Finish Time
09/07/15,CPark,480,3.42,2543,30.3,3.42,26.39
05/07/15,CPark,480,3.46,2222,30.5,3.46,26.11
21/06/15,CPark,480,3.48,3311,30.2,3.48,26.04
13/06/15,CPark,480,3.35,5332,30.3,3.35,26.41
06/06/15,CPark,480,3.44,6665,29.9,3.44,26.34
30/05/15,CPark,480,3.37,2223,29.6,3.37,26.52
23/05/15,CPark,480,3.35,1122,29.7,3.35,26.43
12/05/15,CPark,480,3.33,1111,,3.33,26.39
03/05/15,CPark,480,3.48,2221,,3.48,26.34
28/04/15,CPark,480,3.42,3333,,3.42,26.47
19/04/15,CPark,265,,3-2-,,,17.2
09/03/15,Hove,285,,,,,16.92
06/11/14,Hove,515,,,,,0
29/10/14,Wdon,480,4.93,,,4.93,23.9
27/09/14,Cryfd,540,13.30,5666,29.1,13.30,21.67
20/09/14,Cryfd,540,13.39,2444,29.0,13.39,21.54
17/09/14,Cryfd,380,3.75,,,3.75,19.92
10/09/14,Romfd,575,13.87,4444,29.8,13.87,21.88
03/09/14,Romfd,575,13.92,3322,29.9,13.92,22.11
27/08/14,Wdon,480,4.93,2222,,4.93,24.12
20/08/14,Wdon,480,4.93,,,4.93,24.02
08/08/14,Wdon,480,4.92,1111,,4.92,23.69
11/07/14,PerB,660,13.57,2111,30.7,13.57,27.15
08/07/14,Sheff,500,4.49,5555,30.2,4.49,25.17
01/07/14,Sheff,500,4.43,2654,30.9,4.43,25.81
20/06/14,Donc,483,4.31,,,4.31,25.59
15/06/14,Sheff,480,3.43,4666,30.8,3.43,25.57
06/06/14,Romfd,400,3.91,6535,31.4,3.91,20.77
02/06/14,Notts,305,,6-4-,31.4,,18.35
26/05/14,Notts,305,,4-2-,31.5,,17.97
20/05/14,Sheff,280,,5-5-,31.2,,16.67
05/05/14,Notts,480,4.12,3555,31.1,4.12,25.2
28/04/14,Notts,480,4.13,2223,30.9,4.13,25.41
13/04/14,Hnlow,460,3.68,,,3.68,24.01
07/04/14,Notts,305,,,,,18.02
14/03/14,PerB,275,,2-1-,31.1,,16.26
05/03/14,Sheff,280,,,,,16.25
08/01/14,Sheff,280,,,,,16.27
23/12/13,Notts,305,,5-5-,29.8,,18.3
19/12/13,BVue,470,4.36,3445,30.1,4.36,23.71
12/12/13,BVue,470,4.34,3333,29.7,4.34,23.91
05/12/13,BVue,470,4.29,,,4.29,23.5
27/11/13,Romfd,400,3.62,,,3.62,20.45
18/11/13,Notts,305,,5-6-,29.1,,18.37
11/11/13,Coven,450,3.67,5555,29.1,3.67,24.09
05/11/13,Coven,450,3.54,2222,,3.54,24.08
28/10/13,Notts,305,,2-2-,,,17.96
21/10/13,Notts,305,,1-1-,,,17.77
14/10/13,Notts,305,,,,,18.12
14/12/17,CPark,265,,4-5-,33.6,,17.04
08/12/17,CPark,265,,5-5-,33.4,,17.17
03/12/17,CPark,265,,,,,16.89
18/10/17,CPark,265,,2-2-,33.5,,17.1
14/10/17,CPark,265,,1-1-,33.7,,16.82
08/10/17,CPark,265,,2-2-,,,16.96
13/09/17,CPark,265,,2-2-,,,17.32
14/06/17,CPark,265,,3-3-,,,17.7
23/04/17,CPark,480,3.28,6666,33.8,3.28,27.39
12/04/17,CPark,480,3.08,1555,34.3,3.08,26.71
08/04/17,CPark,480,3.09,2434,34.2,3.09,26.65
02/04/17,CPark,480,3.10,4432,33.9,3.10,26.44
26/03/17,CPark,480,3.23,4444,33.9,3.23,27.73
18/03/17,CPark,480,3.20,4666,33.5,3.20,26.74
11/03/17,CPark,480,3.26,5566,33.7,3.26,26.57
01/03/17,CPark,480,3.30,5555,34.1,3.30,26.7
26/02/17,CPark,480,3.26,5666,34.6,3.26,27.06
15/02/17,CPark,480,3.26,6666,33.8,3.26,26.86
11/02/17,Towc,500,5.38,1554,33.6,5.38,25.12
04/02/17,CPark,480,3.09,3222,33.6,3.09,26.33
01/02/17,CPark,480,3.28,4556,33.4,3.28,26.6
24/01/17,CPark,480,3.14,,,3.14,26.34
15/01/17,CPark,480,,,,,0
08/01/17,CPark,480,3.26,1222,33.5,3.26,26.53
18/12/16,CPark,480,3.43,6666,33.3,3.43,26.52
10/12/16,CPark,480,3.35,5666,33.2,3.35,26.29
07/12/16,Romfd,575,14.50,4654,32.6,14.50,22.32
03/12/16,CPark,480,3.29,3333,32.5,3.29,26.35
19/11/16,Cryfd,714,24.07,3444,32.8,24.07,23.24
12/11/16,Cryfd,714,24.04,3444,32.4,24.04,23.17
09/11/16,Cryfd,380,3.72,,,3.72,20.24
30/10/16,CPark,642,,,,,0
23/10/16,CPark,480,3.43,6655,33.2,3.43,26.46
21/10/16,Romfd,575,14.27,5554,33.3,14.27,22.05
18/10/16,CPark,265,,2-2-,,,16.87
14/10/16,Hove,695,14.89,1566,33.4,14.89,27.61
10/10/16,Hove,695,14.50,,,14.50,27.58
02/10/16,CPark,642,13.19,6666,32.9,13.19,27.48
27/09/16,Cryfd,714,23.53,4222,32.8,23.53,22.75
23/09/16,Romfd,575,14.01,4555,32.7,14.01,22.42
20/09/16,Romfd,575,13.90,,,13.90,21.93
13/09/16,Romfd,575,13.92,,,13.92,21.92
10/09/16,CPark,642,12.79,2211,33.2,12.79,27.44
03/09/16,Cryfd,540,13.43,5566,33.4,13.43,21.11
27/08/16,Cryfd,540,13.20,5444,33.6,13.20,21.49
24/08/16,Cryfd,540,13.13,,,13.13,21.15
21/08/16,CPark,480,3.30,2222,,3.30,25.76
06/08/16,CPark,642,13.08,4443,34.2,13.08,27.62
24/07/16,CPark,480,3.38,4445,34.0,3.38,26.36
19/07/16,CPark,642,13.12,2222,,13.12,27.5
16/07/16,CPark,480,3.28,1322,33.9,3.28,26.27
09/07/16,CPark,480,3.31,6666,34.2,3.31,26.59
02/07/16,CPark,480,3.42,5665,34.4,3.42,26.27
26/06/16,CPark,480,3.40,3333,,3.40,26.25
14/06/16,CPark,480,3.34,2223,,3.34,26.46
07/06/16,CPark,480,3.35,2222,,3.35,26.31
24/05/16,Towc,655,14.47,2555,34.0,14.47,26.22
18/05/16,Towc,655,14.02,2222,,14.02,25.75
13/05/16,Towc,480,4.42,3333,,4.42,24.45
04/05/16,Hove,515,4.48,5655,33.8,4.48,26.08
28/04/16,Wdon,480,5.02,5666,34.1,5.02,24.57
21/04/16,Wdon,480,4.90,3555,34.2,4.90,24.28
13/04/16,Wdon,480,5.14,2222,,5.14,23.87
07/04/16,Wdon,273,,3-3-,,,16.3
02/04/16,Wdon,273,,2-2-,,,16.46
19/12/15,ShelPk,480,2.23,6666,33.6,2.23,27.28
12/12/15,ShelPk,480,2.03,4665,33.6,2.03,26.84
05/12/15,ShelPk,480,2.14,4555,33.6,2.14,26.59
28/11/15,ShelPk,480,2.02,2222,33.6,2.02,26.67
21/11/15,ShelPk,480,2.24,4444,33.6,2.24,26.67
12/11/15,ShelPk,480,2.07,3332,33.6,2.07,26.68
07/11/15,ShelPk,320,,,,,19.16
23/10/15,Youghl,480,4.11,2222,33.6,4.11,24.74
16/10/15,Youghl,480,4.20,2222,33.6,4.20,24.65
09/10/15,Youghl,480,4.10,1111,34.1,4.10,24.53
02/10/15,Youghl,480,,,,,28.92
07/08/15,Wtrfd,274,,,,,17
14/12/17,CPark,265,,2-4-,34.5,,17.05
08/12/17,CPark,265,,4-3-,34.4,,17.03
02/12/17,CPark,265,,1-1-,34.8,,16.89
28/11/17,CPark,265,,,,,17.14
23/11/17,CPark,480,3.42,3334,35.3,3.42,27.11
15/11/17,CPark,480,3.43,1112,35.3,3.43,26.87
08/11/17,CPark,480,3.41,1112,35.9,3.41,26.75
04/11/17,CPark,480,3.30,1123,35.5,3.30,26.82
25/10/17,CPark,480,3.39,1122,34.9,3.39,26.73
19/10/17,CPark,480,3.47,3345,35.0,3.47,27.02
14/10/17,CPark,480,3.33,1111,35.0,3.33,26.69
08/10/17,CPark,480,3.36,1123,35.1,3.36,26.67
01/10/17,CPark,480,3.33,2223,35.6,3.33,27
21/09/17,CPark,480,3.40,2333,,3.40,26.65
12/09/17,CPark,480,3.33,2222,,3.33,26.97
02/09/17,Hove,515,4.29,3111,34.9,4.29,26.68
27/08/17,Hove,515,4.38,5222,35.0,4.38,26.71
19/08/17,Hove,515,4.35,,,4.35,26.47
12/08/17,Hove,515,4.43,,,4.43,26.55
07/08/17,Hove,475,2.03,2111,,2.03,26.29
01/08/17,Romfd,400,3.92,,,3.92,21.04
26/07/17,Hove,285,,6-5-,35.4,,17.2
21/07/17,Hove,285,,6-6-,35.3,,16.97
16/07/17,Hove,285,,3-3-,35.0,,16.8
08/07/17,Hove,285,,5-6-,34.9,,17.25
02/07/17,Hove,285,,4-4-,34.5,,17.12
26/06/17,Hove,285,,1-1-,,,16.71
19/06/17,Hove,285,,1-1-,,,16.78
12/06/17,Hove,285,,,,,17.02
05/05/17,Clnml,274,,5-6-,36.4,,17.3
31/03/17,Clnml,480,,,,,30.69
24/03/17,Clnml,274,,,,,17.22
14/12/17,CPark,265,,5-6-,25.3,,17.32
07/12/17,CPark,265,,4-4-,25.4,,17.01
29/11/17,CPark,265,,6-6-,25.8,,17.23
22/11/17,CPark,265,,1-2-,25.8,,16.88
16/11/17,CPark,265,,1-1-,,,16.92
09/11/17,CPark,265,,2-2-,,,17.22
04/11/17,CPark,265,,2-2-,,,16.89
13/09/17,CPark,480,3.69,6666,26.4,3.69,-3.69
07/09/17,CPark,480,3.36,1111,26.5,3.36,26.74
02/09/17,CPark,480,3.48,4334,26.5,3.48,26.93
26/08/17,CPark,480,3.52,3344,26.7,3.52,26.91
20/08/17,CPark,480,3.42,1122,,3.42,26.72
03/08/17,CPark,480,,,,,0
26/07/17,CPark,480,3.32,1111,26.2,3.32,26.4
20/07/17,CPark,480,3.36,2223,26.3,3.36,26.63
13/07/17,CPark,480,3.34,5566,26.2,3.34,27.46
01/07/17,CPark,480,3.38,4455,26.1,3.38,27.18
24/06/17,CPark,480,3.45,,,3.45,26.44
18/06/17,CPark,480,3.35,1111,25.1,3.35,26.52
06/06/17,CPark,480,3.35,1144,,3.35,27.41
30/05/17,CPark,265,,,,,16.7
30/04/17,CPark,480,3.19,1112,24.1,3.19,27.36
18/04/17,CPark,480,3.30,,,3.30,27.38
11/04/17,CPark,480,3.12,2222,,3.12,27.44
04/04/17,CPark,480,3.26,3222,,3.26,27.75
28/03/17,CPark,265,,2-2-,,,17.1
21/03/17,CPark,265,,,,,16.93
14/12/17,CPark,480,3.51,6562,32.1,3.51,26.31
08/12/17,CPark,480,3.56,6553,32.5,3.56,26.16
30/11/17,CPark,480,3.51,6666,32.6,3.51,26.33
25/11/17,CPark,480,3.49,6666,33.3,3.49,26.33
15/11/17,CPark,480,3.51,6663,33.2,3.51,26.04
11/11/17,CPark,480,3.48,5553,32.9,3.48,26.16
05/11/17,CPark,480,3.47,6664,32.8,3.47,26.23
26/10/17,CPark,480,3.58,6565,32.8,3.58,26.18
18/10/17,CPark,480,3.50,6553,32.7,3.50,26.19
14/10/17,CPark,480,3.51,6665,32.8,3.51,26.11
05/10/17,CPark,480,3.48,6654,33.0,3.48,26.17
30/09/17,CPark,480,3.46,3211,33.0,3.46,26.08
24/09/17,CPark,480,3.51,5433,33.1,3.51,26.01
16/09/17,CPark,642,13.19,6544,32.8,13.19,27.63
07/09/17,CPark,642,13.30,5422,33.1,13.30,27.72
02/09/17,CPark,480,3.58,6666,32.9,3.58,26.2
26/08/17,CPark,480,3.48,4432,32.9,3.48,26.33
20/08/17,CPark,480,3.48,5333,32.9,3.48,26.2
12/08/17,CPark,642,13.24,5511,32.8,13.24,27.83
08/08/17,CPark,642,13.38,,,13.38,27.84
02/08/17,CPark,480,3.45,4444,32.5,3.45,26.34
29/07/17,CPark,480,3.50,6444,32.2,3.50,26.38
23/07/17,CPark,480,3.46,6543,32.5,3.46,26.24
16/07/17,CPark,480,3.50,6665,33.2,3.50,26.94
09/07/17,CPark,480,3.47,4333,33.5,3.47,26.29
28/06/17,CPark,480,3.47,6666,33.6,3.47,27.2
21/06/17,CPark,480,3.41,5554,33.5,3.41,26.53
13/06/17,CPark,480,3.40,3333,,3.40,26.45
07/06/17,HallG,480,5.29,6544,33.0,5.29,24.15
31/05/17,HallG,480,5.25,6655,33.9,5.25,24.47
22/05/17,HallG,480,5.21,5222,33.3,5.21,24.17
17/05/17,HallG,480,5.15,4111,33.6,5.15,24.35
10/05/17,HallG,480,5.23,6552,33.4,5.23,24.71
06/05/17,HallG,480,5.16,5555,33.2,5.16,24.93
28/04/17,HallG,480,5.21,6666,32.7,5.21,24.9
23/04/17,Hnlow,550,9.09,3444,32.7,9.09,26.19
15/04/17,Hnlow,460,3.99,6663,32.5,3.99,24.72
06/04/17,Hnlow,550,9.54,5555,32.5,9.54,25.39
30/03/17,Hnlow,550,9.26,5444,33.0,9.26,25.2
25/03/17,Hnlow,460,4.01,4444,32.4,4.01,24.97
18/03/17,Hnlow,460,3.97,5663,32.3,3.97,24.75
16/03/17,Hnlow,460,3.95,4654,32.0,3.95,25
09/03/17,Hnlow,460,4.00,2221,31.7,4.00,24.56
02/03/17,Hnlow,460,4.11,6665,32.3,4.11,25
28/02/17,Harlow,238,,3-3-,,,16.44
25/02/17,Hnlow,460,3.98,2322,31.8,3.98,24.75
18/02/17,Hnlow,460,4.04,5554,31.6,4.04,24.85
29/01/17,Hnlow,460,,6555,31.9,,28.98
22/01/17,Hnlow,460,,6433,31.9,,28.82
19/01/17,Hnlow,460,,6643,32.0,,28.56
12/01/17,Hnlow,460,,6555,32.0,,28.69
29/12/16,Hnlow,460,4.11,5566,32.0,4.11,25.65
22/12/16,Hnlow,460,4.02,6655,31.9,4.02,24.69
16/12/16,Hnlow,460,4.00,2322,32.4,4.00,24.77
11/12/16,Hnlow,277,,,,,17.39
02/12/16,Hnlow,460,4.03,6666,32.6,4.03,-4.03
24/11/16,Hnlow,460,3.95,5322,32.4,3.95,24.86
17/11/16,Hnlow,460,4.11,3333,,4.11,24.89
13/11/16,Hnlow,460,4.12,3322,,4.12,25.05
14/12/17,CPark,480,3.41,2211,28.1,3.41,26.55
09/12/17,CPark,480,3.41,2111,28.5,3.41,26.39
03/12/17,CPark,480,,1122,28.3,,29.74
22/11/17,CPark,480,3.39,1111,28.2,3.39,26.29
15/11/17,CPark,480,3.40,1112,27.8,3.40,26.58
08/11/17,CPark,480,3.49,3344,27.5,3.49,26.54
02/11/17,CPark,480,3.49,6332,27.7,3.49,26.36
25/10/17,CPark,480,3.50,3311,27.4,3.50,26.57
19/10/17,CPark,480,3.43,1122,27.5,3.43,26.68
14/10/17,CPark,480,3.43,5333,27.6,3.43,26.91
05/10/17,CPark,480,3.39,3225,27.4,3.39,26.77
14/09/17,CPark,480,3.44,3222,28.1,3.44,26.63
06/09/17,CPark,480,3.45,2224,27.4,3.45,26.89
30/08/17,CPark,480,3.51,5555,27.6,3.51,26.79
24/08/17,CPark,480,3.39,2222,27.5,3.39,26.36
16/08/17,CPark,480,3.48,3332,27.2,3.48,26.76
10/08/17,CPark,480,,1111,27.1,,29.95
02/08/17,CPark,480,3.37,1111,27.2,3.37,26.63
26/07/17,CPark,480,3.34,2222,27.1,3.34,26.7
08/07/17,CPark,480,3.38,1122,26.7,3.38,26.82
25/06/17,CPark,480,3.36,2111,26.8,3.36,26.68
18/06/17,CPark,480,3.40,3111,27.4,3.40,26.65
11/06/17,CPark,480,3.41,1111,27.5,3.41,26.81
03/06/17,CPark,480,3.29,1111,27.6,3.29,26.81
27/05/17,CPark,480,3.32,1111,27.8,3.32,26.91
13/05/17,CPark,480,3.33,,,3.33,27.1
07/05/17,CPark,480,3.21,1111,,3.21,27.41
25/04/17,CPark,480,3.24,1112,,3.24,27.97
02/02/17,Hnlow,460,,3344,28.5,,28.53
26/01/17,Hnlow,460,,6666,28.5,,28.8
19/01/17,Hnlow,460,,4433,28.8,,28.61
12/01/17,Hnlow,460,,2236,28.8,,28.82
29/12/16,Hnlow,460,3.95,6344,28.8,3.95,24.92
22/12/16,Hnlow,460,3.90,3111,29.0,3.90,24.45
16/12/16,Hnlow,460,3.69,1121,28.5,3.69,24.82
08/12/16,Hnlow,460,3.85,4366,29.0,3.85,25.13
02/12/16,Hnlow,460,3.80,1111,29.4,3.80,24.64
13/11/16,Hnlow,460,3.84,2222,29.3,3.84,24.78
06/11/16,Hnlow,460,3.86,3655,28.9,3.86,25.51
29/10/16,Hnlow,460,3.88,5545,29.0,3.88,25.13
20/10/16,Hnlow,428,1.83,,,1.83,24.92
11/08/16,Hnlow,460,3.97,6666,28.8,3.97,-3.97
04/08/16,Hnlow,460,3.86,4421,28.2,3.86,24.48
30/07/16,Hnlow,460,3.89,3333,28.3,3.89,24.57
24/07/16,Hnlow,460,4.02,5542,28.2,4.02,24.46
21/07/16,Hnlow,460,3.92,6333,28.2,3.92,24.71
16/07/16,Hnlow,460,3.95,6533,28.0,3.95,24.65
07/07/16,Hnlow,460,3.89,4233,28.0,3.89,24.89
02/07/16,Hnlow,460,3.90,5554,27.8,3.90,24.92
30/06/16,Hnlow,460,3.88,2333,,3.88,25.02
23/06/16,Hnlow,460,3.88,4244,,3.88,25.41
27/05/16,DrumPk,306,6.76,,29.1,6.76,11.6
21/05/16,DrumPk,306,6.83,,29.1,6.83,11.9
13/05/16,DrumPk,306,6.83,,28.2,6.83,12.04
08/04/16,DrumPk,480,,,28.2,,30.3
01/04/16,DrumPk,480,16.93,,28.2,16.93,12.52
28/03/16,DrumPk,480,17.42,,27.7,17.42,12.59
18/03/16,DrumPk,480,,,27.7,,29.99
11/03/16,DrumPk,480,,,27.7,,29.97
04/03/16,DrumPk,306,,,28.2,,18.54
19/02/16,DrumPk,480,,,28.6,,31.21
23/01/16,DrumPk,306,,,28.2,,18.5
15/01/16,DrumPk,306,,,27.7,,19.11
11/12/15,DrumPk,306,6.86,,27.3,6.86,11.59
30/10/15,DrumPk,306,,,27.3,,18.73
18/09/15,DrumPk,306,7.27,,27.3,7.27,11.82
10/08/15,Derry,457,,,,,29.31
20/07/15,DrumPk,306,,,,,19.11
14/12/17,CPark,480,3.46,5433,33.7,3.46,26.52
07/12/17,CPark,480,3.42,2222,33.2,3.42,26.31
02/12/17,CPark,480,3.42,2211,33.5,3.42,26.17
22/11/17,CPark,480,3.44,3444,33.3,3.44,26.45
18/11/17,CPark,480,3.45,5323,33.7,3.45,26.6
08/11/17,CPark,480,3.48,6666,34.0,3.48,26.58
04/11/17,CPark,480,3.40,5333,33.7,3.40,26.54
29/10/17,CPark,480,3.36,4434,33.6,3.36,26.62
19/10/17,CPark,480,3.36,2211,33.6,3.36,26.27
11/10/17,CPark,480,3.39,4444,33.3,3.39,26.57
24/09/17,CPark,480,3.44,,,3.44,26.61
12/09/17,CPark,480,3.44,2222,,3.44,26.29
05/09/17,CPark,265,,,,,16.86
29/08/17,CPark,480,3.43,2233,,3.43,26.63
15/08/17,CPark,480,3.57,2222,,3.57,26.92
14/12/17,CPark,480,3.44,4654,26.4,3.44,26.68
07/12/17,CPark,480,3.46,5555,26.6,3.46,26.32
29/11/17,CPark,480,3.48,6666,26.4,3.48,26.82
23/11/17,CPark,480,3.47,6445,26.3,3.47,27.09
18/11/17,CPark,480,3.51,6666,27.0,3.51,26.66
12/11/17,CPark,480,3.42,1111,,3.42,26.03
04/11/17,CPark,265,,,,,16.75
01/10/17,CPark,480,3.45,6666,26.5,3.45,26.68
23/09/17,CPark,480,3.41,5666,26.9,3.41,26.57
16/09/17,CPark,480,3.50,6666,26.8,3.50,26.56
10/09/17,CPark,480,3.41,4555,26.8,3.41,26.4
31/08/17,CPark,480,3.46,6665,26.7,3.46,26.34
23/08/17,CPark,480,3.35,2311,27.0,3.35,25.99
12/08/17,CPark,480,3.37,4333,26.9,3.37,26.26
02/08/17,CPark,480,3.37,6555,26.4,3.37,26.48
26/07/17,CPark,480,3.34,5556,26.5,3.34,26.97
20/07/17,CPark,480,3.38,6666,26.4,3.38,26.58
13/07/17,CPark,480,3.38,5666,26.5,3.38,26.48
05/07/17,CPark,480,3.38,6554,26.7,3.38,26.74
24/06/17,CPark,480,3.40,5643,26.7,3.40,26.25
18/06/17,CPark,480,3.31,2211,26.9,3.31,26.22
10/06/17,CPark,480,3.35,4444,27.0,3.35,26.54
03/06/17,CPark,480,3.47,5666,26.7,3.47,26.8
23/05/17,CPark,480,3.30,2111,,3.30,26.45
14/05/17,CPark,480,3.19,1111,,3.19,26.68
06/05/17,CPark,265,,1-1-,,,16.88
04/02/17,Limrk,480,1.27,6666,26.4,1.27,28.75
21/01/17,Limrk,686,13.02,3323,26.4,13.02,30.58
15/12/16,Limrk,480,1.34,6666,27.3,1.34,29.14
02/12/16,Limrk,480,1.37,1111,26.8,1.37,28.06
19/11/16,Limrk,480,1.41,6665,26.4,1.41,28.97
11/11/16,Limrk,480,1.27,4444,26.4,1.27,29.42
12/10/16,Limrk,320,,,,,19.7
02/09/16,Limrk,480,1.28,4566,26.8,1.28,28.91
12/08/16,Limrk,480,1.40,6666,25.9,1.40,28.68
23/07/16,Galway,480,3.40,4444,,3.40,26.35
16/07/16,Limrk,503,3.08,5566,26.4,3.08,28.04
09/07/16,Limrk,480,1.38,6665,26.4,1.38,28.34
01/07/16,Limrk,480,1.40,3311,26.4,1.40,28.06
27/05/16,Limrk,480,1.69,6655,26.8,1.69,28.31
22/04/16,Galway,320,,5-4-,,,19.7
11/03/16,Galway,480,,,,,30.55
17/02/16,Limrk,320,,,,,19.57
14/12/17,CPark,480,3.40,3345,28.2,3.40,27
05/12/17,CPark,480,3.47,,,3.47,26.3
28/11/17,CPark,265,,,,,17.04
17/10/17,CPark,265,,,,,17.01
12/10/17,CPark,480,3.39,4444,29.0,3.39,26.42
05/10/17,CPark,480,3.46,4553,29.1,3.46,26.18
30/09/17,CPark,480,3.37,4365,29.1,3.37,26.63
23/09/17,CPark,480,3.42,4443,28.5,3.42,26.32
19/09/17,CPark,265,,,,,16.91
14/09/17,CPark,480,3.40,3333,28.3,3.40,26.29
09/09/17,CPark,480,3.54,6666,28.3,3.54,26.42
03/09/17,CPark,480,3.39,,,3.39,26.06
27/08/17,CPark,480,3.53,3333,,3.53,26.35
22/08/17,CPark,480,3.61,2222,,3.61,26.26
15/08/17,CPark,480,3.53,2222,,3.53,26.99
14/12/17,CPark,480,3.35,1126,29.1,3.35,27.51
03/12/17,CPark,480,3.33,1111,29.5,3.33,26.42
25/11/17,CPark,480,3.48,1111,29.6,3.48,26.42
19/11/17,CPark,480,3.42,2223,29.8,3.42,26.58
11/11/17,CPark,480,3.45,3334,29.8,3.45,26.85
04/11/17,CPark,480,3.42,1112,30.1,3.42,26.79
29/10/17,CPark,480,3.43,,,3.43,26.64
21/10/17,CPark,265,,3-3-,,,17.39
14/10/17,CPark,265,,,,,17.1
05/09/17,CPark,265,,,,,16.95
01/08/17,CPark,480,3.43,1111,,3.43,26.98
14/12/17,Hnlow,460,3.98,5411,27.5,3.98,24.69
07/12/17,Hnlow,460,3.97,4222,27.5,3.97,24.78
01/12/17,Hnlow,460,4.06,4433,26.8,4.06,24.86
23/11/17,Hnlow,460,3.96,3222,,3.96,25.07
07/09/17,Hnlow,460,,,,,0
02/09/17,Hnlow,460,4.09,5554,26.6,4.09,24.62
24/08/17,Hnlow,277,,,,,17.3
22/07/17,Hnlow,460,4.01,5555,27.0,4.01,24.68
15/07/17,Hnlow,460,4.01,5555,27.4,4.01,24.58
08/07/17,Hnlow,460,3.95,5554,27.4,3.95,24.62
29/06/17,Hnlow,550,9.35,6444,26.7,9.35,25.35
24/06/17,Hnlow,460,4.04,6432,26.7,4.04,24.19
17/06/17,Hnlow,460,3.99,4422,27.0,3.99,24.47
08/06/17,Hnlow,550,9.28,5532,26.9,9.28,24.87
01/06/17,Hnlow,550,9.19,3332,27.0,9.19,25.17
25/05/17,Hnlow,550,9.24,5444,27.0,9.24,25.3
20/05/17,Hnlow,460,3.91,3332,27.0,3.91,24.67
30/04/17,Hnlow,550,9.24,6666,27.0,9.24,24.97
23/04/17,Hnlow,460,3.96,5321,26.9,3.96,24.4
13/04/17,Hnlow,460,4.03,5453,27.4,4.03,25.17
06/04/17,Hnlow,460,4.01,4554,27.4,4.01,24.89
30/03/17,Hnlow,460,4.02,5555,27.8,4.02,25.38
23/03/17,Hnlow,277,,,,,17.75
16/03/17,Hnlow,277,,,,,17.43
04/03/17,Hnlow,460,4.01,4322,27.9,4.01,25.29
25/02/17,Hnlow,460,4.02,3233,28.0,4.02,25.46
02/02/17,Hnlow,460,,3332,,,28.98
15/01/17,Hnlow,460,,4443,,,29.57
26/11/16,Hnlow,460,3.94,4666,27.2,3.94,-3.94
17/11/16,Hnlow,460,3.97,6666,27.1,3.97,25.25
03/11/16,Hnlow,460,4.00,5543,26.7,4.00,24.88
29/10/16,Hnlow,460,4.01,3322,,4.01,24.92
20/10/16,Hnlow,460,4.06,3332,,4.06,25.01
30/09/16,Hnlow,460,,2222,,,28.99
15/07/16,Limrk,480,1.35,6566,23.6,1.35,29.52
18/06/16,Limrk,480,1.49,6666,24.5,1.49,28.85
13/05/16,Limrk,480,,,,,30.63
06/05/16,Limrk,320,,,,,20.49
14/12/17,Hnlow,460,4.14,6643,27.3,4.14,24.93
23/11/17,Hnlow,460,4.11,6665,26.5,4.11,25.04
18/11/17,Hnlow,460,4.09,6553,26.1,4.09,24.76
12/11/17,Hnlow,460,4.17,3333,,4.17,24.72
05/11/17,Hnlow,460,,4444,,,29.16
29/10/17,Hnlow,277,,,,,17.97
14/12/17,Hnlow,460,3.90,2322,26.9,3.90,25.25
07/12/17,Hnlow,460,4.02,5355,27.2,4.02,24.72
23/11/17,Hnlow,460,3.87,4552,27.0,3.87,25.05
09/11/17,Hnlow,460,3.87,4344,27.4,3.87,25.07
02/11/17,Hnlow,460,3.93,6656,27.7,3.93,25.25
05/10/17,Hnlow,460,3.94,5334,28.5,3.94,25.04
28/09/17,Hnlow,460,3.98,4566,29.0,3.98,25.65
14/09/17,Hnlow,460,3.88,2111,28.6,3.88,24.72
07/09/17,Hnlow,460,3.89,1124,28.4,3.89,25.36
31/08/17,Hnlow,460,3.88,1111,27.7,3.88,25.05
24/08/17,Hnlow,460,3.96,4446,27.7,3.96,25.7
17/08/17,Hnlow,460,3.96,4445,27.0,3.96,25.39
10/08/17,Hnlow,460,3.93,5456,27.1,3.93,25.65
03/08/17,Hnlow,460,3.99,5666,27.3,3.99,25.28
27/07/17,Hnlow,460,3.90,2353,27.7,3.90,25.26
20/07/17,Hnlow,277,,,,,17.35
16/07/17,Hnlow,277,,,,,17.21
08/06/17,Hnlow,460,3.90,2222,27.2,3.90,24.62
01/06/17,Hnlow,460,3.91,5545,27.2,3.91,25.02
27/05/17,Hnlow,460,3.93,2433,27.0,3.93,24.98
22/05/17,Harlow,415,4.92,2222,,4.92,21.79
11/05/17,Hnlow,460,3.95,4444,26.9,3.95,24.92
04/05/17,Hnlow,460,3.92,4366,26.7,3.92,25.01
27/04/17,Hnlow,460,3.83,2455,26.6,3.83,25.95
20/04/17,Hnlow,460,3.96,5565,27.0,3.96,25.13
23/03/17,Hnlow,460,4.02,6666,27.2,4.02,25.41
19/03/17,Hnlow,460,3.92,5111,27.5,3.92,24.51
09/03/17,Hnlow,460,4.01,3333,27.4,4.01,25.11
02/03/17,Hnlow,460,3.94,3354,27.5,3.94,25.33
23/02/17,Hnlow,460,3.99,5666,26.7,3.99,25.4
16/02/17,Hnlow,277,,,,,17.29
09/02/17,Hnlow,460,,3322,,,28.74
26/12/16,Hnlow,460,3.90,3444,28.0,3.90,25.41
15/12/16,Hnlow,460,3.90,3333,28.3,3.90,24.75
24/11/16,Hnlow,460,3.88,3223,28.6,3.88,24.68
